日期\时间,0:10,0:20,0:30,0:40,0:50,1:00,1:10,1:20,1:30,1:40,1:50,2:00,2:10,2:20,2:30,2:40,2:50,3:00,3:10,3:20,3:30,3:40,3:50,4:00,4:10,4:20,4:30,4:40,4:50,5:00,5:10,5:20,5:30,5:40,5:50,6:00,6:10,6:20,6:30,6:40,6:50,7:00,7:10,7:20,7:30,7:40,7:50,8:00,8:10,8:20,8:30,8:40,8:50,9:00,9:10,9:20,9:30,9:40,9:50,10:00,10:10,10:20,10:30,10:40,10:50,11:00,11:10,11:20,11:30,11:40,11:50,12:00,12:10,12:20,12:30,12:40,12:50,13:00,13:10,13:20,13:30,13:40,13:50,14:00,14:10,14:20,14:30,14:40,14:50,15:00,15:10,15:20,15:30,15:40,15:50,16:00,16:10,16:20,16:30,16:40,16:50,17:00,17:10,17:20,17:30,17:40,17:50,18:00,18:10,18:20,18:30,18:40,18:50,19:00,19:10,19:20,19:30,19:40,19:50,20:00,20:10,20:20,20:30,20:40,20:50,21:00,21:10,21:20,21:30,21:40,21:50,22:00,22:10,22:20,22:30,22:40,22:50,23:00,23:10,23:20,23:30,23:40,23:50,0:00+1
2025/3/29,2589.6557,2483.2197,2397.6100,2385.5338,2522.0161,2633.2800,2474.0337,2503.1914,2688.8800,2550.9202,2473.6422,2591.0800,2632.3018,2601.4124,2571.2400,2598.2696,2689.2664,2717.7400,2557.2807,2545.3250,2681.3700,2627.8104,2516.2901,2526.6600,2686.4112,2725.4984,2652.3300,2730.6698,2841.4813,2854.2400,2759.6921,2677.1466,2661.6000,2656.8128,2553.5246,2457.3300,2590.4111,2740.9834,2766.6700,2755.4274,2975.6447,3299.2700,3317.8725,3250.5496,3268.2300,3323.0786,3334.0402,3266.6400,3156.2916,3103.0105,3116.8900,3161.5291,3420.6906,3773.9300,3864.2226,3822.8344,3747.4700,3628.1550,3650.2456,3769.0700,3753.2365,3738.6218,3766.9700,3731.7849,3688.5536,3708.2300,3795.6177,3805.4472,3694.1500,3571.6091,3594.3460,3667.8500,3561.3151,3530.7983,3669.9000,3778.4060,3644.3578,3405.0700,3420.4687,3547.3944,3574.2800,3426.5397,3326.6341,3432.2500,3666.9386,3600.6240,3386.6300,3565.6755,3580.9424,3367.9800,3432.7563,3484.3066,3430.3600,3488.2187,3499.3611,3471.1000,3559.7527,3481.4550,3313.2400,3380.2370,3143.1103,2717.8900,2790.2527,2845.1697,2682.6800,2617.1130,2534.2735,2520.4900,2794.9857,2875.9894,2683.4200,2618.1778,2681.1269,2712.6100,2608.9154,2682.7776,2808.4600,2578.4283,2594.4788,2893.4700,2887.3596,2772.9408,2758.4400,2821.2657,2801.0666,2737.8000,2816.8424,2881.9133,2851.2200,2777.9200,2610.7718,2398.8000,2297.1365,2365.5189,2474.2000,2427.4185,2409.5766,2413.1800,2268.8930,2292.3453,2408.5400,2298.2652,2676.9098,3416.1900
2025/3/30,3585.3895,3465.0542,3401.8700,3442.5030,3436.9109,3369.8700,3355.1763,3307.1261,3303.4000,3527.2127,3731.7044,3760.1500,3673.6402,3597.6209,3515.9200,3360.6918,3456.2810,3700.1700,3637.2646,3501.9869,3555.6200,3801.1019,3836.7545,3697.0600,3767.1986,3714.4513,3519.2800,3533.1298,3605.6048,3646.3800,3735.5579,3863.9169,3838.6400,3562.0452,3898.8625,4709.7400,4940.1401,4848.4716,4760.9700,4722.6222,4750.1522,4863.1700,5021.1177,4932.2560,4634.4200,4608.2702,5479.5958,6623.2400,6700.0241,6599.3664,6713.2200,6575.5296,6539.3852,6635.9100,6533.5695,6578.8417,6717.0000,6542.4762,6525.0544,6727.6800,6722.4770,6638.4247,6570.6400,6471.1273,6434.1096,6468.1100,6462.3277,6332.7466,6257.0400,6468.2135,6437.0782,6147.0600,6087.8811,5971.8933,5792.7100,5909.6271,6209.8956,6427.3200,6371.8818,6269.3525,6235.6300,6192.1931,6142.3268,6177.4900,6357.4173,6369.6605,6176.4300,6047.9280,6011.9412,6015.8400,6018.5574,6082.1919,6155.0400,6134.9351,6256.2836,6369.6000,6097.8973,6000.0006,6135.2800,6028.0217,5997.0363,6126.2900,6128.6759,6008.8420,6069.4600,6407.1470,5523.8501,4033.7800,4156.6135,4546.0436,4428.1200,4362.0889,4286.5260,4251.2400,4430.4078,4391.2769,4155.0300,4187.8389,4307.1701,4308.1200,4193.2663,4196.6477,4324.5800,4351.5932,4264.9445,4198.1700,4289.7784,4350.4858,4386.1300,4477.0050,3944.4895,3179.6000,3317.8290,3469.0704,3273.7000,3256.1171,3282.3089,3235.7100,3205.4797,3319.0710,3478.9200,3459.6003,3445.1320,3520.7000
2025/3/31,3575.6323,3535.3135,3438.2600,3405.9523,3477.7431,3524.1300,3378.1454,3300.4609,3402.8500,3549.5095,3645.7519,3649.2000,3581.8449,3559.1646,3556.2900,3461.8941,3459.8903,3534.9400,3493.7284,3517.9223,3600.7000,3536.0421,3457.6455,3484.6700,3575.5608,3476.0225,3328.1800,3537.0695,3775.2534,3750.0500,3511.6109,3557.8854,3760.9100,3633.5236,4123.3830,4951.3700,4819.3447,4675.8805,4878.3700,4814.2724,4664.9551,4644.7300,4757.0001,4872.0776,4760.0300,4446.3734,5166.1917,6456.7600,6538.4609,6324.1425,6425.3200,6520.5526,6543.1326,6519.2900,6493.7684,6509.8930,6559.2300,6581.6511,6520.6506,6448.2800,6497.6377,6543.8032,6535.8700,6527.2446,6438.7172,6379.1900,6545.4963,6612.0330,6508.0600,6445.7613,6235.1505,5986.7700,6031.7115,5983.3935,5759.7600,5704.0827,5900.3651,6203.4300,6356.5034,6301.2314,6231.2500,6375.4524,6326.2967,6085.6600,6065.8662,6053.4609,6021.7600,6165.4091,6188.0100,6157.6200,6397.9230,6331.2563,6067.7000,6295.8918,6379.5023,6130.4600,6016.1287,5975.8838,6005.1100,6196.6187,6260.6697,6139.0600,6053.4348,6032.3627,6163.4200,6359.1049,5475.5652,4095.3400,4056.2847,4301.2035,4175.5900,4098.5394,4182.5140,4275.9400,4183.1642,4212.3442,4369.4400,4349.9088,4317.8430,4339.9900,4313.1642,4322.7241,4306.9700,4153.1301,4296.9469,4548.8200,4296.2336,4252.6950,4542.4500,4496.0329,3999.0371,3386.9500,3141.6390,3132.5628,3203.5000,3303.4603,3287.2248,3161.2400,3107.8655,3290.4544,3501.1500,3359.9444,3240.7008,3355.0500
2025/4/1,3533.6798,3517.8857,3384.3900,3441.4736,3516.2152,3495.1600,3460.8055,3534.3082,3604.9600,3464.7512,3456.3326,3649.1400,3755.7525,3720.1325,3657.0300,3721.2293,3796.5755,3755.2000,3594.9611,3573.5703,3689.8300,3683.7295,3557.6456,3489.2500,3637.1468,3678.2511,3603.9300,3714.5927,3811.9562,3779.8600,3721.8078,3763.9951,3817.1900,3745.5140,4067.2984,4686.3900,4913.9211,4813.4345,4679.3400,4743.2678,4853.3288,4860.2900,4761.7679,4730.4729,4602.8400,4246.7219,5069.7692,6554.6300,6659.6122,6448.7010,6572.2500,6588.9467,6548.7570,6547.3000,6586.8644,6654.2857,6637.3600,6460.2444,6546.1638,6737.5600,6455.3831,6235.5787,6321.3200,6421.9147,6430.9430,6353.3300,6277.7473,6379.0884,6554.6600,6483.2456,6170.7138,5871.7400,5871.9402,5936.4601,5944.0100,5988.5195,6045.5193,6118.4800,6246.0043,6367.3693,6421.2800,6387.1853,6307.0438,6220.4200,6158.2086,6184.3490,6296.9100,6397.3922,6312.7276,6179.5500,6276.0000,6166.5718,5926.1500,6090.3974,6284.1228,6252.5700,6128.1362,6152.8902,6230.4100,6062.4013,5974.7181,6080.9700,6143.1195,6022.7264,6000.5000,6336.5099,5733.3842,4450.9700,4135.8954,4207.1100,4157.3100,4123.5962,4206.4474,4357.5500,4426.7036,4390.6541,4364.1800,4448.2096,4298.9028,4142.4600,4530.3180,4632.2187,4331.8300,4339.1640,4415.4298,4373.5100,4309.3064,4254.2983,4354.5500,4632.4817,4146.4189,3224.1500,3183.9747,3296.2885,3164.8200,3157.8491,3255.0662,3350.0200,3381.0437,3380.9403,3343.1200,3247.6868,3264.4125,3423.6100
2025/4/2,3564.2691,3521.3393,3380.8500,3389.0665,3437.3362,3422.3000,3364.8536,3389.1227,3491.4300,3530.9473,3439.5123,3420.8300,3703.6612,3651.7247,3384.1500,3629.9235,3702.1108,3514.0200,3675.2728,3747.1846,3613.5600,3629.3297,3662.4041,3660.6700,3729.6183,3777.2703,3778.2700,3797.4287,3790.0389,3749.3100,3741.2386,3845.6192,3895.5600,3730.7925,4158.1870,4933.0900,4953.4994,4839.4947,4911.5300,4848.0443,4732.8047,4664.3600,4662.4930,4798.4064,4874.3100,4722.6660,5358.0975,6492.1100,6730.1456,6631.9073,6613.7200,6514.6599,6455.1832,6455.6300,6407.9649,6396.5877,6454.5400,6530.0266,6631.7763,6652.7800,6457.3548,6313.3207,6369.3400,6518.3957,6529.6584,6438.8500,6472.0324,6446.4212,6302.9800,6188.7747,6155.6527,6165.0000,6134.4243,6062.8704,5968.0700,5879.1641,5877.9622,6014.4500,6239.7959,6304.7590,6247.1600,6328.3077,6363.8182,6214.1000,5988.8262,6124.1417,6432.5700,6289.3588,6113.0346,6100.5000,6055.3438,6151.6337,6275.4800,6115.5707,6090.5633,6255.4300,6240.3374,6171.6156,6162.6800,6167.9649,6085.0598,5959.5900,5940.2566,5954.0413,6068.2500,6279.8325,5587.2766,4398.8900,4221.7197,4347.0158,4305.3000,4336.9222,4286.8497,4147.6600,4120.3205,4216.8826,4376.9700,4503.3964,4452.1260,4313.8100,4350.9907,4524.9387,4622.7900,4455.3034,4300.7769,4296.0700,4326.5680,4316.6631,4371.4600,4546.2258,4080.1605,3274.3600,3248.3563,3356.1871,3220.1100,3128.8844,3143.3887,3264.4100,3441.6595,3419.3019,3301.2900,3421.7050,3414.2345,3279.0300
2025/4/3,3404.4367,3556.4034,3547.5800,3440.1538,3446.8411,3487.6800,3323.4861,3363.7072,3579.2500,3522.4089,3474.9267,3604.5700,3753.5575,3690.5563,3549.6500,3662.6189,3654.2405,3516.8700,3617.0482,3642.8257,3534.3600,3568.9366,3663.4271,3687.6700,3621.4279,3677.1914,3763.7700,3599.5918,3565.2856,3719.0500,3753.0740,3843.5132,3842.4900,3510.5986,3966.0518,4897.1400,4826.5362,4662.2762,4807.2000,4761.4706,4868.9657,5020.9000,4726.7144,4630.8862,4724.7200,4529.8272,5366.0635,6728.6100,6646.2541,6357.2852,6485.7000,6409.3216,6283.7892,6370.7100,6694.0091,6769.6013,6565.3400,6487.6573,6398.8756,6309.1600,6405.9511,6438.9461,6364.4700,6388.1768,6436.8648,6383.2400,6227.2061,6371.7196,6655.5200,6505.9918,6337.5504,6212.9300,5848.7140,5950.6398,6358.7300,6193.4308,6136.4168,6382.3000,6388.8044,6223.1259,6076.6100,6064.8845,6151.9067,6246.4000,6268.3212,6251.9555,6225.3300,6193.4394,6205.1403,6226.2300,6180.3469,6192.9761,6278.3300,6299.0125,6171.6456,6041.2200,6138.6573,6199.6307,6136.8900,6122.0984,6149.3840,6159.0900,6108.7002,6051.9449,6144.2400,6341.0169,5565.3326,4251.1400,4031.5419,4281.3447,4348.0000,4235.8037,4326.9451,4573.0300,4551.1107,4409.7397,4308.5700,4265.2477,4276.5272,4272.3900,4199.1545,4302.3920,4486.0600,4392.2642,4274.0120,4310.2200,4415.0422,4384.9126,4347.2200,4507.7911,4017.6934,3190.3600,3236.4626,3286.4671,3090.5500,3284.0945,3445.8627,3434.2100,3520.4130,3429.8708,3387.5000,3798.6716,3314.2471,2234.1500
2025/4/4,2288.9737,2593.8940,2517.3600,2367.6003,2469.1655,2635.2100,2422.4130,2354.9025,2574.7300,2677.9273,2599.9772,2494.7200,2554.6878,2629.0036,2664.5900,2722.2976,2595.5258,2395.7800,2465.3939,2538.3703,2564.6200,2756.2229,2894.1438,2856.3100,2739.4695,2677.3509,2743.0100,2883.0055,2825.0675,2622.1200,2607.4788,2718.5814,2771.2100,2648.9967,2570.6464,2602.1500,2618.5122,2672.3286,2744.7200,2788.6437,3092.2778,3437.0500,3280.6933,3126.5442,3130.5100,2996.5819,3059.7941,3304.9800,3333.7395,3265.4044,3167.2200,3026.5505,3234.4722,3705.6100,3917.1456,3911.9194,3827.9700,3735.9946,3650.5017,3637.1200,3756.5438,3801.7141,3733.1700,3694.5305,3628.6361,3604.9700,3765.8412,3840.7915,3764.0100,3733.5697,3763.2309,3803.5000,3801.1562,3744.4001,3660.3300,3599.9571,3593.0702,3588.5300,3502.6989,3420.6370,3412.3900,3476.3082,3556.3000,3589.5400,3533.5062,3404.9275,3303.3200,3338.0348,3390.3723,3392.6500,3382.3378,3382.6037,3416.3400,3498.0856,3588.9333,3589.9400,3423.7138,3281.4535,3328.4700,3483.5437,3101.6346,2492.2600,2622.2852,2752.1912,2663.0300,2843.6895,2808.8258,2528.8500,2528.7207,2711.5225,2802.2600,2640.6957,2567.9188,2664.8500,2690.2876,2655.6205,2603.8900,2583.7458,2790.1296,3021.0200,2857.2651,2724.8048,2762.8600,2711.2479,2712.5881,2774.0400,2740.5157,2764.8267,2855.2000,2823.8760,2602.8081,2311.0200,2176.4666,2238.7235,2365.9600,2387.1486,2451.4929,2484.0900,2279.6857,2303.3384,2501.0000,2372.9040,2366.5040,2489.4700
2025/4/5,2313.0806,2365.1609,2633.7200,2544.9417,2409.2532,2440.5700,2542.8499,2682.0373,2773.8900,2713.1661,2587.3470,2524.9600,2604.5206,2734.0178,2731.9100,2499.3013,2435.0377,2590.0200,2635.3727,2612.3730,2607.0500,2650.6745,2762.5472,2848.7600,2776.9512,2698.6254,2711.9800,2776.2071,2797.6878,2699.4000,2510.2662,2549.3627,2754.2800,2739.1478,2635.6066,2630.2000,2771.2636,2877.3400,2828.5800,2705.6501,2892.2079,3247.2100,3223.8729,3043.8415,3008.9000,3189.1723,3220.8009,3052.5000,2979.9759,3007.4886,3053.6700,3114.7372,3500.5148,3931.6600,3777.6073,3644.2885,3788.6700,3862.6925,3767.2435,3639.7900,3682.2592,3697.4551,3640.3800,3663.4388,3695.1944,3646.5500,3516.0183,3480.7463,3592.7500,3713.8605,3640.1582,3554.4600,3808.9551,3859.6880,3653.5900,3672.1425,3674.1857,3605.1500,3694.4976,3811.9635,3841.7200,3772.1062,3583.5531,3466.9900,3652.2200,3696.0233,3579.5400,3706.5823,3802.8142,3668.4300,3418.2578,3404.0709,3598.1100,3640.1279,3580.0446,3485.5000,3361.1994,3313.8523,3369.5200,3397.2887,3092.1842,2682.6000,2732.6836,2864.6825,2866.4000,2875.4050,2807.6373,2717.9500,2767.8877,2761.4056,2657.3100,2625.1542,2686.8653,2713.7800,2580.4096,2600.1152,2793.3100,2854.0282,2787.0888,2697.1600,2676.3414,2698.3080,2768.5800,2903.5064,2926.2443,2840.3000,2813.0351,2758.3580,2715.9900,2804.8108,2712.9214,2459.3400,2374.2144,2284.3740,2228.0400,2421.5028,2450.1777,2309.1100,2415.0235,2590.6358,2588.2600,2412.9682,2701.8787,3305.1300
2025/4/6,3398.2558,3227.2196,3147.4800,3267.9976,3393.6977,3437.4900,3473.1216,3490.7026,3493.3300,3523.9871,3634.4974,3716.6700,3592.7704,3449.4025,3456.7000,3601.9049,3596.5383,3505.5600,3643.0432,3656.7075,3520.4900,3582.1169,3698.9506,3696.1900,3584.2474,3705.0399,3895.9300,3685.2851,3672.6118,3858.3200,3656.3465,3593.4391,3697.1600,3535.9553,3932.7751,4736.6700,4873.9254,4746.3565,4727.0200,4778.3406,4864.5044,4880.7200,4755.2396,4818.7235,4922.1000,4746.0718,5522.1592,6763.2700,6636.5507,6320.8496,6495.7000,6655.5218,6658.9633,6534.6900,6385.7900,6348.7465,6464.9000,6631.7496,6597.1731,6405.7000,6350.6733,6390.3433,6426.5700,6411.7876,6376.7485,6375.7100,6425.2798,6385.1019,6318.9900,6399.9963,6286.8023,6018.8000,5978.3539,5890.1547,5726.3400,5780.4560,5963.0517,6114.6600,6168.9305,6295.9251,6388.4700,6184.9123,6124.7325,6258.2900,6191.0110,6021.6347,5993.4600,6225.7624,6301.9058,6129.1900,6024.3758,6099.8955,6187.8500,6055.6973,6083.9195,6233.9000,6097.3551,6062.1921,6166.2100,6056.1417,6017.5037,6072.9800,5967.8866,6030.6038,6239.6100,6091.9947,5202.5939,4171.9300,4097.3506,4287.9711,4220.3500,4073.8549,4304.3575,4635.1900,4356.0893,4165.8506,4310.8300,4356.6528,4390.1140,4417.4600,4322.4885,4359.0679,4437.9900,4247.8692,4304.7224,4518.8800,4284.0052,4170.0516,4448.4900,4685.4915,4091.5633,3146.0000,3146.9197,3303.6666,3205.5000,3226.1185,3221.1699,3180.0100,3281.8264,3380.2685,3433.9100,3514.6659,3408.5548,3237.2300
2025/4/7,3358.3526,3452.3790,3378.9800,3314.2059,3290.9159,3378.2700,3612.0281,3613.1385,3414.4000,3434.5854,3571.5219,3603.2200,3439.3106,3431.3520,3582.2600,3573.2617,3618.4533,3702.4700,3582.6997,3561.1996,3688.2100,3695.3893,3610.6918,3597.8600,3766.5956,3798.7996,3677.9300,3680.3052,3630.4802,3539.2500,3629.9352,3761.6182,3707.3500,3469.0141,3874.7464,4693.8700,4832.1926,4777.0045,4842.6300,4825.5834,4778.5127,4788.3700,4859.2630,4815.5534,4599.1100,4460.1367,5178.0162,6389.1300,6828.7119,6714.6323,6494.0100,6407.1911,6484.7431,6608.5100,6624.9376,6624.2720,6609.6900,6507.4965,6517.8083,6567.6200,6395.7425,6342.0481,6466.9500,6470.6085,6352.6883,6341.1000,6597.6548,6467.4574,6048.0200,6089.8526,6147.9856,6045.8200,6060.8498,5992.1932,5884.6000,6000.3888,6009.2794,5961.6100,6238.5587,6431.7541,6350.4000,6214.8709,6197.0395,6226.5600,6111.5122,6063.0700,6111.6500,6077.8590,6072.1829,6123.3600,6123.0497,6047.6707,5981.2500,6029.2710,6051.4316,6007.6100,5993.6729,6002.3331,6069.7800,6203.5587,6041.6471,5793.5400,6025.7184,6113.4025,6026.4200,6207.5299,5478.7578,4213.7600,4113.2072,4356.0324,4311.0800,4200.3000,4271.8885,4354.0200,4091.7071,4036.0489,4273.3000,4333.3953,4301.1028,4323.4300,4410.1155,4367.8884,4172.0300,4022.4779,4131.2632,4415.0500,4528.0355,4283.4360,4104.5400,4509.5327,4208.7425,3292.8600,3189.7670,3349.8702,3345.7700,3349.9009,3385.6594,3402.3400,3374.1226,3477.7579,3569.0000,3335.9101,3259.2054,3465.8200
2025/4/8,3587.5611,3506.7353,3330.6300,3278.6424,3387.2104,3499.3800,3425.8775,3417.7120,3514.9400,3523.3079,3588.4294,3639.5600,3448.8729,3363.2846,3503.5000,3633.6542,3594.6610,3479.7000,3522.8945,3610.2324,3628.4400,3572.6050,3509.6139,3512.1000,3609.2421,3704.7096,3749.7900,3754.7722,3658.4556,3562.7100,3643.4915,3657.8179,3527.9200,3508.1638,4055.0069,4792.7800,4856.6962,4906.0016,5122.7800,4998.5912,4731.2190,4635.6300,4836.5175,4983.3971,4841.5400,4604.9238,5186.9488,6307.9900,6699.2279,6607.2797,6467.2000,6454.2649,6524.7367,6540.9600,6422.9451,6467.6265,6624.6500,6547.4305,6460.0367,6453.6700,6401.7697,6418.2293,6451.5100,6331.4161,6312.4654,6412.8200,6389.9619,6334.5466,6326.6200,6303.3550,6043.7577,5801.3600,6041.6657,6066.7277,5806.6700,5906.5448,6177.6649,6322.6600,6249.5594,6232.9099,6286.5300,6179.6062,6099.9136,6173.4900,6309.3810,6246.2375,6059.6500,6082.5732,6172.8579,6204.3300,6190.6676,6150.9362,6140.0500,6195.2012,6150.0941,6049.0700,6094.1965,6085.4705,6052.6500,6211.1396,6209.1547,6069.3300,6164.0900,6206.4148,6214.3200,6362.3103,5623.9823,4386.8700,4197.7442,4391.8747,4395.1400,4319.7636,4360.2031,4414.0500,4233.0926,4203.2234,4342.9600,4302.6853,4357.0968,4479.0300,4348.4662,4308.9685,4419.4700,4385.9216,4321.1736,4361.5600,4499.9220,4502.8100,4415.1900,4410.0169,3885.5832,3173.0000,3282.4699,3457.3740,3338.6600,3321.9157,3414.1449,3507.2200,3512.7592,3455.5159,3380.5500,3338.3496,3423.9481,3528.4900
2025/4/9,3448.2221,3443.9852,3525.0200,3436.7318,3342.0390,3339.5600,3383.2538,3529.7474,3643.1900,3512.0151,3480.7501,3552.6500,3406.5624,3339.4489,3464.3500,3587.4506,3662.4409,3681.6000,3643.1193,3577.5910,3534.9500,3566.3344,3679.1389,3786.0300,3773.7199,3754.7657,3785.0900,3803.7622,3740.7526,3576.2300,3395.5960,3478.2104,3648.7900,3535.3410,3935.0046,4707.3900,4854.1444,4858.4092,4950.0700,4868.4977,4915.0904,4976.0300,4650.8250,4598.8654,4742.2600,4517.3432,5344.8997,6736.9900,6644.6723,6372.4108,6582.1700,6604.3482,6471.4520,6380.2600,6427.2253,6428.2883,6345.8400,6323.9698,6367.1486,6412.5800,6397.6920,6378.3709,6386.1300,6403.7824,6434.8373,6448.3100,6402.1430,6369.3402,6413.2500,6486.5607,6277.6838,5930.6800,5929.7896,6041.7495,6006.1500,5831.2915,5942.1349,6266.7000,6300.8255,6203.1176,6168.0900,6210.6566,6182.3034,6111.0300,6167.5132,6235.1106,6247.1500,6244.3183,6201.4750,6108.0900,6015.7719,6084.6447,6266.9900,6341.7475,6330.3670,6258.7700,6151.1688,6237.9704,6303.4200,5928.1329,5833.3656,6160.5500,6310.0948,6211.0870,6182.9100,6400.5985,5563.7714,4189.6200,4207.4734,4492.2629,4352.5000,4228.7174,4204.0807,4247.5400,4308.8510,4311.1691,4270.3400,4272.2658,4289.9521,4352.0100,4497.9315,4486.3528,4352.7900,4377.4809,4432.7565,4406.0300,4319.1719,4247.7388,4265.5200,4336.3188,4064.4352,3533.1500,3276.0474,3346.7562,3528.1000,3525.9644,3324.1957,3147.1800,3259.2577,3416.6808,3472.9300,3490.4170,3463.6071,3385.2800
2025/4/10,3293.9067,3331.0825,3470.6600,3546.0099,3595.4731,3564.8200,3369.3096,3365.8286,3566.5000,3626.3037,3596.2886,3575.6500,3577.6828,3504.5661,3434.3700,3538.8741,3568.4351,3529.0100,3658.0465,3684.7773,3629.8900,3765.3903,3703.9705,3466.9700,3498.5172,3628.5669,3689.6800,3701.3833,3772.7711,3845.0600,3768.0179,3759.9726,3688.0000,3332.0954,3826.9153,4856.4400,4890.7979,4685.8310,4773.4200,4895.9806,4905.1723,4840.8100,4854.1023,4925.5986,4793.9200,4409.7025,5255.9164,6787.0000,6855.2097,6510.4268,6518.3800,6581.1318,6590.9016,6601.7300,6694.3545,6660.9505,6515.7700,6482.6408,6449.5942,6382.6000,6389.1497,6479.7421,6580.8300,6582.6290,6467.3864,6355.9100,6384.5747,6312.3734,6257.9400,6530.8889,6426.9349,5965.5400,5884.2250,5882.2161,5806.2900,5864.1180,6034.5552,6218.1300,6311.0035,6264.5400,6193.1100,6266.2797,6287.2887,6170.6100,6044.7698,6066.6492,6169.3700,6154.2080,6197.2971,6294.2500,6242.7461,6150.7368,6093.3400,6056.0059,6114.1709,6250.7100,6338.5334,6282.1534,6137.2700,6069.4124,6111.8627,6183.0300,6151.9136,6018.7443,5996.4200,6172.4758,5493.7083,4362.9100,4298.1704,4358.8832,4169.7000,4294.2048,4288.9520,4209.7200,4557.6790,4601.8015,4269.9000,4245.3279,4342.3809,4373.1800,4356.4340,4243.2677,4176.8700,4368.1164,4470.2372,4390.0700,4353.8274,4296.4963,4363.5200,4689.9914,4285.5493,3385.3200,3266.9475,3366.6442,3293.0000,3242.5937,3173.7173,3138.9000,3277.9919,3440.7266,3502.1000,3394.8765,2909.0874,2353.8900
2025/4/11,2343.2886,2501.1142,2517.2400,2430.0395,2388.0836,2449.6500,2570.4404,2745.3800,2803.2300,2550.0696,2390.8372,2442.6400,2454.8209,2460.0756,2485.6400,2487.2510,2461.8185,2477.9200,2616.1923,2764.8719,2792.8700,2687.0937,2767.1439,2945.5900,2823.8591,2703.7101,2734.6200,2760.2758,2735.5331,2722.5800,2800.6321,2821.8265,2770.6000,2781.3692,2830.3825,2886.8700,2944.8353,2959.9812,2901.9200,2814.5252,2928.9145,3196.5100,3310.8343,3240.3863,3062.4000,2922.3169,3071.1503,3293.6400,3135.9730,3124.0121,3233.7100,2999.3578,3326.4962,4037.6500,3989.4649,3873.4900,3944.1300,3766.3898,3767.3354,3988.0000,3971.3975,3722.0299,3532.5700,3698.6195,3873.3509,3778.8300,3488.6103,3524.8064,3789.1600,3688.3062,3553.7588,3624.6100,3756.8127,3625.3198,3430.0900,3650.3155,3654.8840,3420.8000,3542.0735,3544.2485,3385.5000,3526.9507,3621.6144,3528.9100,3461.3380,3384.9724,3340.0200,3422.4836,3403.7444,3278.3700,3280.5469,3377.7287,3429.3200,3338.7472,3324.2994,3382.1400,3312.0895,3324.0025,3514.4600,3674.8756,3290.7226,2646.0700,2585.2397,2720.5808,2749.6300,2761.4457,2797.2130,2816.2800,2737.6425,2584.6826,2499.2100,2640.9271,2873.4893,2958.9200,2778.5861,2772.2165,2940.0900,2858.7085,2717.0628,2642.0700,2576.0638,2602.5298,2688.8200,2687.8639,2612.8982,2577.5100,2697.7544,2864.3205,2890.2800,2666.0966,2462.3317,2371.8800,2297.8571,2455.7906,2684.0500,2542.1625,2300.5688,2258.7200,2464.0984,2585.3348,2516.7400,2449.9854,2483.9475,2521.9000
2025/4/12,2403.9977,2381.2075,2528.8300,2653.3117,2615.1578,2486.5300,2452.6948,2383.9520,2362.3300,2595.6624,2648.6165,2469.4200,2440.2380,2493.5366,2552.9800,2622.1201,2594.5148,2540.1800,2632.9596,2656.8435,2648.3400,2830.9908,2792.8067,2534.1300,2487.4388,2523.2076,2587.8800,2756.6348,2745.8342,2575.5500,2573.9116,2714.2707,2795.8800,2665.2662,2661.3296,2770.5300,2644.6634,2495.2693,2512.9900,2680.8609,2825.2077,2949.8800,3174.0546,3234.3951,3126.4500,3110.9160,3089.8993,3061.1700,3152.9624,3258.4586,3210.4800,3014.6625,3320.4264,3902.0100,3860.0730,3717.1383,3718.4500,3613.3134,3720.4248,3976.1200,3929.5931,3708.1406,3578.5800,3664.1394,3583.7565,3437.2800,3688.7918,3854.9629,3734.8700,3618.4998,3649.5868,3788.8400,3875.8050,3833.3882,3727.0800,3689.6451,3648.7045,3628.2900,3716.9317,3679.5997,3529.0000,3512.0057,3499.5793,3457.9400,3502.3919,3574.8630,3611.3600,3601.3209,3585.4339,3518.8100,3354.4738,3408.7162,3630.0200,3626.5503,3483.8866,3409.2300,3503.6618,3476.8638,3439.9600,3693.9946,3361.5871,2606.1800,2525.1331,2615.6911,2594.5700,2724.4450,2914.3124,2964.6900,2758.8746,2555.6875,2527.1000,2624.7619,2650.7459,2558.4700,2489.5832,2581.7372,2744.0500,2747.4952,2708.1460,2734.1400,2812.1979,2836.4816,2823.6200,2856.9236,2726.1473,2553.1200,2691.5711,2811.8416,2800.5500,2829.3878,2662.8609,2389.6300,2358.4780,2261.9486,2176.3700,2481.3823,2592.0618,2415.1700,2434.4428,2491.8300,2395.2500,2239.2003,2678.9622,3430.3200
